0.89482E-02 0.10170E-04 0.00000E+01 2162374 0 0 140286 0.15667E+08 0.00000E+01 0.89183E-02 0.00000E+01 0.00000E+01 0
1 0.0083848 0.00054792 3.0335 0.42581 0.0083399
2 0.0088376 0.000258 1.9166 0.16386 0.0088028
3 0.009001 0.00012214 1.2599 0.081412 0.0089699
4 0.0089674 0.0002375 1.7387 0.12561 0.0089391
5 0.0088652 0.00012271 1.2851 0.088284 0.0088321
6 0.0088748 6.6897e-05 0.98973 0.055133 0.0088465
7 0.0085283 0.00055153 3.0021 0.29133 0.0085099
8 0.0091271 0.00025671 1.8465 0.18632 0.0091031
9 0.008906 0.00012369 1.2894 0.094464 0.0088737
10 0.0081449 0.00050567 2.8821 0.31702 0.008121
11 0.0089682 0.00025211 1.8455 0.15924 0.0089315
12 0.0089815 0.00012417 1.2836 0.0888 0.0089503
13 0.0099464 0.00071562 3.34 0.45502 0.0099134
14 0.0087 0.00022938 1.7309 0.14632 0.0086697
15 0.0090955 0.00012083 1.2334 0.096723 0.0090656
16 0.0086472 0.00060989 3.2741 0.53764 0.0086036
17 0.0087331 0.00023999 1.8041 0.15905 0.0086999
18 0.0090619 0.000124 1.2704 0.092575 0.0090249
19 0.0091196 0.00024826 1.7872 0.15729 0.0090904
20 0.0090304 0.00012045 1.2384 0.091965 0.0090037
21 0.0090352 6.7867e-05 0.98626 0.09064 0.0090046
22 0.010128 0.00073202 3.3551 0.57738 0.0101
23 0.0088722 0.00022865 1.6919 0.15641 0.0088501
24 0.0088292 0.00011181 1.1758 0.068425 0.0088007
25 0.0091692 0.00059045 2.9893 0.35135 0.009113
26 0.0088697 0.00024022 1.7781 0.19091 0.0088429
27 0.0088931 0.00012137 1.2671 0.098822 0.0088665
28 0.0089212 0.00063209 3.2891 0.40311 0.0088835
29 0.008826 0.00023854 1.7744 0.1729 0.0087931
30 0.0089376 0.00012295 1.2772 0.097792 0.0089099
31 0.0090266 0.00061607 3.1683 0.39603 0.0089812
32 0.0088607 0.00024228 1.7951 0.16072 0.0088356
33 0.0090335 0.00012047 1.2382 0.082516 0.0090063
34 0.009514 0.00069537 3.3929 0.45228 0.0094892
35 0.0087535 0.00023339 1.7504 0.15409 0.0087224
36 0.0089909 0.00011834 1.222 0.083201 0.0089582
37 0.0088307 0.00022367 1.6628 0.14164 0.0087992
38 0.0090252 0.00011529 1.186 0.083672 0.0089947
39 0.0089422 6.5315e-05 0.95904 0.05079 0.0089126
40 0.0091482 0.00025012 1.795 0.18879 0.0091219
41 0.0091371 0.00011611 1.1798 0.080104 0.0091065
42 0.0090018 6.4936e-05 0.94717 0.046906 0.0089688
43 0.0084751 0.00059908 3.2814 0.41275 0.008429
44 0.0088435 0.00023679 1.7578 0.16345 0.0088154
45 0.0089938 0.00012141 1.2533 0.1028 0.0089688
46 0.0083014 0.00061393 3.4331 0.40374 0.0082817
47 0.0087237 0.00024418 1.8376 0.16474 0.0086899
48 0.0087476 0.00011967 1.2701 0.079127 0.0087206
49 0.0092091 0.00023878 1.7022 0.1392 0.0091829
50 0.0090419 0.00011675 1.1988 0.075421 0.0090121
